Daily counts of chum below counting fence. | neutral | 0.6996630430221558
PL+D estimate. Survey on Oct 27. Heavy rains and high water resulted in fewer surveys than usual. | neutral | 0.4919646382331848
Stream walk conducted 2014-11-01. Poor survey coverage, only one survey done in 2014. Heavy rains and high waters throughout October. Water levels were back to normal the beginning on November and crews were able to get a good coho count. The Expanded PL+D was used as the escapement estimate. | negative | 0.5111873745918274
Custom estimate developed by hatchery staff with the help of StAD swimmers to calibrate estimates. Removals are 5,831 adults and 81 jacks from Hatchery Swim ins and 97 adults and 5 jacks from river brood removals. | neutral | 0.9359312057495117
End date updated 2021-09-20 - incorrect date - BW | negative | 0.5441879034042358
expanded peak live plus dead used for escapement estimate. | neutral | 0.8355697989463806
Bank walk survey conducted 2011-11-01. Poor survey coverage for this species, low reliability. No sockeye observed. | negative | 0.8730916976928711
3 bank walk surveys were conducted by Thornton Creek Enhancement Society on 2002-10-09; 2002-10-19; 2002-11-06. SIL's were not submitted to StAD for entry into nuSEDs. The BC16 was completed by Richie Smith from TCES. Very low water levels in October and heavy rains in November created several slides causing heavy siltation throughout the entire creek. Lots of bear, seal and sealion predation. Hatchery raised fish. | neutral | 0.8714074492454529
Survey life of 20 days used for both adult and jack AUC calculation. Additional surveys in Dec. and November were zero counts and not included in the estimate calculation. | neutral | 0.7355417609214783
Bank walks conducted 2012-10-26; 2012-11-03 & 2012-11-05 by Tseshaht First Nations. Only 3 surveys the end of October and beginning of November targeting chum. Expanded PL+D used as the escapement estimate. | neutral | 0.8247168064117432
Snorkel surveys conducted 2012-09-06; 2012-09-15; 2012-09-25; 2012-10-05; 2012-10-23; & 2012-11-09. Extremely low water until mid October, then high water creating unsafe conditions which keep surveyors out of the river until October 23rd. The upper reaches of the Tahsis River was dewatered due to the lack of rain, sockeye and juvenile salmon were trapped in small pools of water which eventually dried up,leading to a high mortality of juvenile salmon and adult sockeye that entered the river early. | neutral | 0.6066086888313293
Preliminary Sockeye Estimate. Surveys Conducted Sep 9,22,30. Oct 7,16,29. Nov 12. PL+D estimate | neutral | 0.9525669813156128
Chinook came in two waves, so peak count on each wave was added together. Weekly surveys. | neutral | 0.9248853325843811
Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Observations by HHP (Hesquiaht) crew - some scale samples taken | neutral | 0.9463322758674622
Stream Walk conducted 2018-10-16. No Coho observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9572305679321289
Somass system data reviewed between February and May 2006. DFO Stock Assessment Technician Jeff Till unable to provide updated coho escapement and removal number for Stamp Falls Fishway so "Presence" has been entered as the escapement estimate for both adults and jacks. Stamp Falls Fishway - continuous count, from 2000-09-06 to 2000-11-08. No BC16 created for 2000. Coho estimate for the Somass System = Somass River + Rogers Creek + Kitsucksus Creek + Cherry Creek + McCoy Creek + Sproat River + Stamp River, Lower + Stamp River, Upper (the count through Stamp Falls Fishway plus the swim survey of the upper Stamp to the falls prior to the fishway going in) + Beaver Creek + Deer Creek. 17 additional snorkel surveys to the Somass System this year: Ash River (3) - Sept. 28th, Oct. 25th & Nov. 7th; Drinkwater Creek (3) - Oct. 10th, Nov. 2nd & Dec. 14th; McBride Creek (3) - Oct. 10th, Nov. 2nd & Dec. 15th; Stamp River (1) - Aug 8th; and Taylor River (7) - Oct 11th, 12th, 24th, 25th, 26, Nov. 29th & Dec. 6th. | neutral | 0.8777861595153809
Surveys completed Sep 10,20, Oct 4,21. PL+D estimate | neutral | 0.8801349997520447
Data was reviewed February 2009 by Jeff Till. Total escapement estimate from 1996 PSARC Abundance Forecast report. Swim-in nos from 1996 PSARC Abundance Forecast report. Broodstock nos direct from Robertson Creek Hatchery data review in 2006. Estimates include: manual daytime fishway observations from Sept 2 to Nov 10, 1992. daytime counts adjusted for observer error based on comparison of real time counts/ speciation of migrating fish in various time periods with close manual observation of those fish by use of a dip net from a containment area. The fishway was closed at night. 0 Jimmies observed. | neutral | 0.939246416091919
Snorkel surveys conducted 2013-09-06; 2013-09-18; 2013-10-04; 2013-10-17; 2013-10-26; 2013-11-01 & 2013-11-17. Surveys conducted 2013-11-01 & 2013-11-17 were removed from the AUC calculation because they were late zero counts. Surveys began late for pink enumeration. | neutral | 0.7824705839157104
Snorkel surveys conducted 2014-09-10; 2014-09-29; 2014-10-09;2014-11-13; & 2014-11-18. Poor survey coverage in 2014, only four of the eight surveys in the lower river were conducted and 1 survey in the upper river on November 18. The season began with low water flows then heavy rains hit in October which made the river to dangerous to survey until mid November. No pinks were observed, | negative | 0.6673354506492615
Only 2 surveys. Expanded PL+D used for estimate calculation. | neutral | 0.8764729499816895
BC16 completed by Richard Smith with the Thornton Creek Enhancement Society. Estimates reviewed by WCVI Escapement Co-ordinator Seaton Taylor. Only 1 survey conducted this year in October. Lots of seals around. May 2011 - Correctd addition errors in "Estimated Abundance" - BW | neutral | 0.8811615705490112
Walk survey conducted 2013-10-21 and snorkel surveys was conducted 2013-11-03; 2013-11-26 & 2013-12-04. The Expanded PL+D was used for the escapement estimate. Medium reliability due to high probability the surveys missed the peak of the chum run. | neutral | 0.9109763503074646
Original BC16 listed 2 populations of chum which is incorrect. Estimate updated May 2nd, 2005 ? a new SEN was created and the BC16 species with the 2 populations retired. Original BC16 Comments: Person Preparing Report: Richard Smith (Thorton Creek Hatchery) Survey Method: Bank Walk Distribution of Spawning Salmon: Chum use whole system from tidal area to falls and one side channel that crosses Toquart Lake Road. Recommend Spawning Site Restoration: Yes Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (17) Spawning site recommendations: River in good shape. Do not allow it to be logged. (20) On Salmon Distribution: Later fish dug up eariler redds. (20) On Predator Interactions: Lots of bears and seals. | neutral | 0.8415970802307129
Snorkel surveys conducted 2015-09-14; 2015-10-01; 2015-10-24; and 2015-11-05. Coho were seen on all four surveys and one of the surveys was rated "Fair" so the "Expanded PL+D" was used as the escapement estimate. | neutral | 0.8706169128417969
Bank walk surveys conducted 2011-09-20; 2011-10-04; 2011-10-12; 2011-10-14; 2011-10-27 & 2011-11-02. Poor survey coverage for coho, chum was the targeted species. No coho observed. | negative | 0.6764000654220581
Survey life of 60 days used for adult AUC calculation and 35 days for jacks. | neutral | 0.9329480528831482
Expanded Peak Live plus Dead used for escapement estimate. | neutral | 0.9033612608909607
Snorkel surveys conducted 2016-08-24; 2016-09-07; 2016-09-12; 2016-09-20; 2016-09-28; 2016-10-03; 2016-10-11; 2016-10-17; 2016-10-24; 2016-10-31 & 2016-11-14. High water levels and dangerous swimming conditions mid to late October due to above average rain fall. The expanded AUC was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.7090525031089783
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: River Run Bio Ltd. Flood Impacts: Yes % of Spawning Habitat Surveyed: 80% Supplementary Docs: Yes Other Comments (May relate to several species): (2) CO and CM Run 1 Reliability: Low (3) CO and CM Run 1 Enumeration Class: Inspection only (5) General Comments on Escapement Estimation: Only two (2) surveys conducted late into the survey season, this year. Coho were only observed on the second survey and chum were observed on both surveys. Expanded Peak-Live-plus-Dead Values used to calculate escapement estimate. Detailed information for each inspection available from Stock Assessment Division. (14) Flood: Heavy rains during late Sep./early Oct. and late Oct./early Nov. prevented surveying. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD and Erica Blake, Nitinat River Hatchery; reviewed by Rick Ferguson April 2000. | neutral | 0.9144006371498108
Person Preparing Report: Seaton Taylor, StAD (250) 756-7006 Field Crew: WCVI Snorkel Survey Crews Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Detailed information for each inspection available from Stock Assessment Division. Extremely high rain fall created limited opportunities for surveys. | neutral | 0.9265651702880859
Surveyed by Al Eden. Peak 1924 observed on Oct 20. No dead. | neutral | 0.9385762810707092
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Distribution of Spawning Salmon: Coho- from 1 to 2 km above tide zone. Chum- tide zone to 2 km. Predators Counted During Surveys: Yes Other Comments (May relate to several species): (20a) Predator counts by date and predator type: Lots of bears on this system (5) General Comments on Escapement Estimation: Extensive logging in watershed around the lake might affect flow and water temperature. Coho fry present. | neutral | 0.9482321739196777
Preliminary Coho Estimate. Surveys Conducted Sep 9,22,30. Oct 7,16,29. Nov 12. AUC estimate | neutral | 0.9527375102043152
Survey life of 20 days used for both adult and jack AUC calculation. | neutral | 0.9308810830116272
Estimate was generated in 2013 from 2004 SIL data, no estimate for chinook was generated in 2004. | neutral | 0.8309632539749146
Survey life of 17.5 days used for adults. | neutral | 0.9235122203826904
Snorkle surveys were conducted on 08/10/2021 and 01/11/2021. Survey conditions and visibility were good.No Sockeye observed. | positive | 0.7055022716522217
Inspection mode: stream walk % population: not stated Observed # fish = 271 Field Expansion = 333 | neutral | 0.8405250310897827
Snorkel surveys conducted 2016-09-11 & 2016-09-26. Poor survey conditions, crews were unable to survey in October or November due to extreme rainfall and high water levels, only two surveys conducted, both in September. Peak spawning missed for all species The expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.790728747844696
Custom estimate from Thornton Creek Hatchery Staff. Likely a minimum estimate, comments: very poor return for this creek and that it is a beautiful chum creek. | negative | 0.8128950595855713
Somass system data reviewed February & March 2006. Only three surveys were done this year on the Lower Stamp River. Surveys conducted on 2001-09-06; 2001-10-18 & 2001-11-08 were excluded because they were Upper Stamp River surveys only. Since there were only 2 surveys where chum would have been present, the reliability is very low. The Expanded PL+D was used for the escapement estimate. | neutral | 0.5114917755126953
Good survey coverage, removed poor coverage date. Snorkel surveys conducted on September 4th, 12th, 19th, 25th; October 3rd, 9th, and 30th. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2019 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.5882180333137512
Person Preparing Report: Don Wilson, CVP Field Crew: Don Wilson Debris Torrent: Yes Fish Access Problems: Yes Other Comments (May relate to several species): (16) Fish access recommendations: Impassable falls at 1.9km upstream of ocean. (10) Debris jams: Wood debris and falls throughout. | neutral | 0.5371208786964417
Snorkel surveys conducted on 2013-09-04; 2013-09-07; 2013-09-10; 2013-09-13; 2013-09-16; 2013-09-18; 2013-09-24; 2013-09-24; 2013-10-02; 2013-10-07; 2013-10-10; 2013-10-13; 2013-10-17; 2013-10-24; 2013-10-29 & 2013-10-31. The Muchalaht/Mowachaht First Nation conducted 14 swim surveys doing a Chinook and chum Mark Recapture and a DFO contractor did 3 swim surveys - there were two surveys done on Sept 7th but only the survey done by the DFO contractor was added because the other survey was only a partial survey. The following partial surveys have been excluded from AUC calculation 2013-09-04 & 2013-09-10. Survey conducted 2013-10-07 excluded from AUC calculation due to poor visibility and survey conducted 2013-10-24 excluded from AUC calculation due to low % population observed. Since pink are not the targeted species, the Raw PL+D was used as the escapement estimate. | neutral | 0.9040680527687073
Snorkel surveys conducted 2016-09-14; 2016-09-30 & 2016-11/18. Poor survey coverage in October and first half of November due to high waters and dangerous swimming conditions. Lots of rain this year. The expanded PL+D was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.7264733910560608
Somass system data reviewed March & April 2006. Updated pink escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Stamp Falls Fishway - continuous count, from 1999-09-03 to 1999-11-04. 4 pink counted through Stamp Falls fishway. Pink estimate for the Somass System = Stamp River, Upper (very few through Stamp Falls, unknown where pink spawn or number of spawning fish). 15 additional snorkel surveys to the Somass System this year: Ash River (1) - Sept. 22nd; Sproat River (2) - Sept. 20th & Oct. 1st; Stamp River (9) - Sept. 16th, 19th, 22nd, 30th, Oct. 5th, 12th, 19th, 27th & Nov. 4th; and Taylor River (3) - Oct 1st, 8th & 27th. | neutral | 0.9382980465888977
Daily counts of chum below spawning fence. | neutral | 0.7764409184455872
Custom estimate derived by hatchery staff. Brood removals of 239 males and 237 females. Other mortalities totalled 38 males and 4 females. This estimate has no supporting information. | negative | 0.5179578065872192
Longer residence value (low estimate) was used as crews surveying this system stated that there was one group of fish that were observed. Peak for this system is actually 108 adults as this is combination of Bedwell R. and Ursus Cr. Survey life of 22.5 days for adults and 17.5 days for jacks. | neutral | 0.885117769241333
Good survey coverage of migration | positive | 0.768397331237793
Somass system data reviewed February & March 2006. Updated sockeye escapement numbers for the Somass System provided by DFO Stock Assessment Biologist Diana Dobson. Sockeye estimate for the Somass System = Sproat Lake (the count through Sproat Lake - May to end of Oct.) + Great Central Lake (the count through GCL - May to end of Aug. plus the Stamp Falls Fishway Count - Sept to end of Oct.). Comment on original 1992 BC16 for the Somass System. Electronic counters are used to enumerate sockeye, coho, and chinook - no coho counted in Sproat River System. Salmon distribution: Some chinook observed spawning below Stamp Falls downstream to Vista Road. Chinooks observed in McBride Creek and Doran Creek. Coho counts do not include tributary systems below Stamp Falls; all counts include jacks. Consultant to NTC used a Remote Underwater Camera to study sockeye spawning habitat in Great Central. BC16 Report prepared by B. Rushton | neutral | 0.950014054775238
Snorkel surveys conducted 2012-09-06; 2012-09-15; 2012-09-25; 2012-10-05; 2012-10-23; & 2012-11-09. Extremely low water until mid October, then high water creating unsafe conditions which keep surveyors out of the river until October 23rd. MC Wright and Associates' were contracted this year to implement a tagging and telemetry study in the Leiner and Tahsis River to calculate observer efficiency and survey life. Chinook were caught with a gillnet in Tahsis Inlet, tagged, then released. | neutral | 0.7253595590591431
No chinook seen | neutral | 0.8611874580383301
Frequent streamwalks by Thornton Creek hatchery crew looking for CM broodstock, but only one full survey Oct 31, brood collected between Oct 12 and Oct 30. | neutral | 0.9350456595420837
Person Preparing Report: James Nelson Flood Impacts: Yes Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (14) Flood: Heavy rain falls maintained high flow rates during October (20) Predator Interactions: Signs of poaching noted in this creek i.e. lures/ large treble hooks/ 100lbs line. | neutral | 0.9279730319976807
Snorkel survey's conducted 2018-09-27; 2018-11-11; Expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9541031122207642
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Poor reliability, only one visit this year. | neutral | 0.5530897378921509
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: StAD Unusual Drought: Yes % of Spawning Habitat Surveyed: 100% Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. (13) Drought: Below normal water levels in September, increasing to normal levels in mid October. (20) On Predator Interactions: Two (2) bears and eighteen (18) eagles observed. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9284526705741882
Person Preparing Report: R. Walker | neutral | 0.9235816597938538
Other Comments (May relate to several species): Walked by Hesquiat harbour crew | neutral | 0.9395641088485718
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: River Run Bio Ltd. Flood Impacts: Yes % of Spawning Habitat Surveyed: 100% Supplementary Docs: Yes Other Comments (May relate to several species): (2) CM Run 1 Reliability: Low (3) CM Run 1 Enumeration Class: Inspection only. (4) Describe basis for estimating total adults CM Run 1: Only one survey late into the season this year. Expanded Peak-Live-plus-Dead Values used to calculate escapement estimate. Detailed information for each inspection available from Stock Assessment Division. (5) General Comments on Escapement Estimation: (14) Flood: Heavy rains during late Sep./early Oct. and late Oct./early Nov. prevented surveying. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD and Erica Blake, Nitinat River Hatchery; reviewed by Rick Ferguson April 2000. | neutral | 0.9176620244979858
Surveys conducted Oct 24 and Nov 1. No Coho observed. | neutral | 0.9382349848747253
Snorkel surveys and bank walks conducted 2012-09-27; 2012-10-01; 2012-10-10; 2012-10-24; 2012-11-01; 2012-11-05 & 2012-11-26. Survey conducted 2012-09-27 excluded from AUC calculation because they it was a survey over three days done while the crews were mapping the habitat for GIS work. Survey conducted 2012-10-01 excluded from AUC calculation because it is a survey of the upper river only. Survey conducted 2012-11-01 excluded from AUC calculation because it is a survey of the lower river only. Survey conducted 2012-11-26 was of the lower river only. Only one good chum count so the expanded PL+D was used as the escapement estimate. | neutral | 0.8007599115371704
Snorkel surveys conducted 2016-09-08; 2016-09-21; 2016-09-29; 2016-10-11; & 2016-10-30. There were no Pink salmon observed during the 5 surveys of 2016. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary | neutral | 0.906363308429718
Surveyed by Charter Patrol, Gord Bainbridge. Very poor survey conditions prevailed throughout survey season. | negative | 0.8697448372840881
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Predators Counted During Surveys: Yes Other Comments (May relate to several species): (2) CM Run 1 Reliability: Creek can only be entered on high tide. Creek is easy to survey, no deep pools. Fish spawn in gravel and small pools left by the tide (3) CM Run 1 Enumeration Class: Survey method, same every year (20a) Predator counts by date and predator type: 11/2/98/ 2 Seals | neutral | 0.9379348754882812
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Distribution of Spawning Salmon: Coho in pool in upper half of system and chum from tidal zone to 1,000 metres. Other Unusual Conditions: Yes Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (15) General Comments on Unusual Conditions: This system's watershed was logged to extrem, and due to its steepness it has caused a lot of erosion and gravel movement. The border of trees along its bank is getting a lot of blow downs, causing more silt and bank erosion. (20) On Predator Interactions: Three bears observed. | neutral | 0.9084146618843079
Snorkel surveys conducted 2015-09-02; 2015-09-15; 2015-09-21; 2015-10-09 & 2015-11-30. Survey conducted 2015-11-30 was excluded from the AUC calculation because the survey was only a partial survey and focused on bio-sampling chinook. Poor survey conditions for the season, only one of the three surveys in September was good. And the survey in October was fair. Full bio-samples were done on 50 Chinook. | negative | 0.5137732028961182
A combination of boat, snorkel, bank and stream walks were conducted 2011-10-01; 2011-10-05; 2011-10-20 & 2011-10-27. The surveys were conducted by the Hupacasath First Nation. Chum was the target species but due to the inconsistency of survey method the raw PL+D was used as the estimate and the reliability was entered as low. | neutral | 0.9227282404899597
Snorkel surveys conducted 2015-09-06; 2015-09-18; 2015-09-29; 2015-10-08; 2015-10-22; & 2015-11-03. Survey conducted 2015-11-03 excluded from AUC calculation due to poor survey conditions. Chum entered a bit early and held prior to spawning. | neutral | 0.7587105631828308
Snorkel surveys conducted 2013-09-04; 2013-09-17; 2013-10-09; 2013-10-15; 2013-10-28 & 2013-11-09. Pink were observed twice in September. Raw PL+D used for the escapement estimate. | neutral | 0.9224181175231934
Person Preparing Report: H. Buitendyk Field Crew: H. Buitendyk Unusual Drought: Yes % of Spawning Habitat Surveyed: 80% Predators Counted During Surveys: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Peak-Live and Dead used to calculate escapement estimates for chum and coho. Estimate entered by Brenda Wright (StAD) on Dec.10,2001. Low reliability, only 1 survey with medium stream visibility. (13) Drought: Very dry in October. (20a) Predator counts by date and predator type: 1 bear, 2 seals and 1 eagle. | neutral | 0.8982672691345215
Population Not Inspected | neutral | 0.7371134161949158
Somass system data reviewed February & March 2006. Updated sockeye escapement numbers for the Somass System provided by DFO Stock Assessment Biologist Diana Dobson. No BC16 created for 2003. Sockeye estimate for the Somass System = Sproat Lake (the count through Sproat Lake - May to end of Oct.) + Great Central Lake (the count through GCL - May to end of Aug. plus the Stamp Falls Fishway Count - Sept to end of Oct.). No record of additional surveys to the Somass System this year: | neutral | 0.9447863698005676
Snorkel surveys of the lower river conducted 2016-09-13 & 2016-09-27. Fog and stormy weather interfered with access, which requires a float plane drop-off and pickup. Only two surveys conducted, both in September. Peak spawning missed for all species Since the Upper Megin surveys were not completed, the number of sockeye observed in the Lower Megin is not representative of the Megin population. "Adult Present" has been entered as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6580724716186523
Boat survey conducted 2017/10/06. Only one bank walk survey was done in 2017, poor survey coverage. No coho were observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6272599101066589
Snorkel surveys conducted 2019-09-04; 2019-09-20; 2019-09-27; 2019-10-03; 2019-10-10; 2019-10-24; 2019-11-21 and a helicopter surveys conducted 2019-09-21. The helicopter survey was excluded from the AUC calculation due to difference in survey methods and the survey conducted 2019-11-21 was excluded because it was a late zero count. Upper and lower river surveys were conducted simultaneously on the same day. Increased turbidity and clear skies make observations in pools and deeper sections difficult. All surveys were conducted in zero precipitation at the time of survey. Most surveys were conducted when the water level was above normal, but never during flooded conditions. Fish always had access to the Nitinat River; therefore increased rain did not dictate available access. A large amount of erosion is occurring in the lower section of Nitinat from counting station 7-4. Counting station 7 is continuously changing from a large log jam that requires walking around on the gravel bar to being able to swim through. Care should be taken when swimming on this river as it is forever changing. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2019 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | na | nan
Survey life of 15 days used for adult and jack AUC calculation. 40 adults removed by hatchery for broodstock. | neutral | 0.909721851348877
Surveys on Oct 14 and 29. PL+D estimate | neutral | 0.9407828450202942
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Flood Impacts: Yes Distribution of Spawning Salmon: Chum into 1st canyon, chinook in the pool at the base of water fall at 1.2km, and coho at the top of the 1st canyon to waterfalls at 1.2km Other Comments (May relate to several species): (14) Flood: Flood conditions in October, and November | neutral | 0.9276288747787476
Low water levels at time of survey. | neutral | 0.7773872017860413
Poor survey coverage, only 2 surveys three days apart in November. | negative | 0.921800971031189
Conuma River Hatchery staff visited the Tlupana River three times in September and six times in October to capture chinook and chum broodstock with a beach seine. No record of sockeye being observed or captured then released in the beach seine. | neutral | 0.9062823057174683
Snorkel surveys conducted 2016-09-08; 2016-09-21; 2016-09-29; 2016-10-11; & 2016-10-30. In 2016, Chinook entered the Canton River during the first week of September taking advantage of good migration conditions created by heavy rains. The influx of adults continued over the next 12 days undoubtedly attracted into the river by a second 4-day rain event mid month. The peak count of 7576 Chinook was tallied on September 21, before tailing off by months end. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary | neutral | 0.9150939583778381
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Upslope Instability: Yes Debris Torrent: Yes Bank Erosion: Yes Distribution of Spawning Salmon: Sockeye up to canyon, chum in first km, and coho in pools at top. Other Unusual Conditions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Sept. 20th, no fish observed. (10) Debris jams: Log jam with gravel filling up behind. (11) Bank erosion: Erosion still taking place in this system, it should be stabilised in the next 5-6 years. (15) General Comments on Unusual Conditions: Stream still recovering from logging activities in the late 80s. | neutral | 0.9215441346168518
3 surveys (Sep-20, Oct-05, Nov-17). Poor migration coverage, PL+D (EXP) used but likely not representative of 2021 migration. | negative | 0.8303399085998535
Bank walk survey conducted on 2011-10-28. Only one surveys in 2011, poor survey coverage and survey method for this species. | negative | 0.823613166809082
Snorkle surveys were conducted on 22/09/2021, 05/10/2021 and 12/10/2021. High water events limited additional surveys. Expanded AUC estimate used for Sockeye | neutral | 0.8907467722892761
Person Preparing Report: Ross Hickling Upslope Instability: Yes % of Spawning Habitat Surveyed: 80% Other Unusual Conditions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (2) SK Run 1 Reliability: Excellent visibility. (4) Describe basis for estimating total adults SK Run 1: Accumulated observations. (2) CO Run 1 Reliability: Lower tan other streams, was in flood during mid November so did not get a good look during that period. (4) Describe basis for estimating total adults CO Run 1: Accumulated observations. (2) PK Run 1 Reliability: None observed. (2) CM Run 1 Reliability: Excellent visibility. (4) Describe basis for estimating total adults CM Run 1: Accumulated observations. (2) CM Run 2 Reliability: Excellent visibility. (4) Describe basis for estimating total adults CM Run 2: Accumulated observations. (15) General Comments on Unusual Conditions: Habitat section of 1 km, down stream of second logging bridge crossing was blown out as large LOD jam let go in 1996 and removed most cover. This year due to the large escapement, chums were spawning much further up stream than 1997 brood year. Section of blow-out still appears inhospitable but is mending geophysically with few habitable sections showing (chum spawning). (22) List Supplementary Documentation:Kyuquot Band has small hatchery / rearing facility near Chamiss Camp. 38,000 chum eggs from Chamiss Creek are now incubated at this hatchery. There was an intent to incubate coho but the floods and just too many chum present at time of coho presence negated project (this year). | na | nan
Snorkle surveys were conducted on 09/09/2020, 10/09/2022, 12/09/2022, 16/09/2022, 20/09/2022, 21/09/2022, 26/09/2022, 28/09/2022, 30/09/2022, 03/10/2022, 11/10/2022, 13/10/2022, 17/10/2022, 20/10/2022, 22/10/2022, 26/10/222 03/11/2022, 07/11/2022 17/11/2022, Conuma River experience drought conditions from 05/09/2022 and 24/10/2022. High value AUC used for Chum. 3403 Chum were removed for Broodstock in 2022. | neutral | 0.9003486037254333
Survey life of 45 days used for adults and 25 days used for jack. Helicopter survey on Oct.27th not used, not comparable with snorkel surveys before and after. | neutral | 0.5783855319023132
Survey dates are Oct.12, Oct.23 and Oct27, survey method is bank walk. SEN data received as a BC16 report from Thornton Creek Hatchery. Water levels, flow - normal. Lots of bear kills. Lots of eggs dug up with later spawning fish. | neutral | 0.887642502784729
Stream walks conducted 2016-11-30; 2016-12-02; 2016-12-06 & 2016-12-12. Poor fish visibility due to high water levels along with muddy and turbid water conditions throughout November. Surveys were late in the season and targeted coho. The expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6185619235038757
Snorkel surveys conducted 2013-10-26 & 2013-11-20. Poor survey coverage this year, Chum observed in both surveys. The unexpanded PL+D selected as the escapement estimate. | negative | 0.854780912399292
Snorkel surveys conducted on 2018-09-25; 2018-09-28; 2018-10-05; 2018-10-06 & 2018-10-20. Surveys on Sept 25 & 28 and Oct. 5 & 6 were consecutive surveys of the upper and lower river and were combined. The surveys on Oct 20 and Nov 8 were on the upper river only. Expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9396071434020996
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson % of Spawning Habitat Surveyed: 100% Distribution of Spawning Salmon: SOCKEYE, TIDE ZONE TO 700 METRES. COHO FROM 400 METRES ABOVE TIDE ZONE TO FALLS AT 700 METRES. CHUM FROM TIDE ZONE TO 400 METRES. Predators Counted During Surveys: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: SOCKEYE, COHO AND CHUM ESTIMATE BASED ON NEW FISH AND THE SUM % OF NEW FISH FOR EACH NEW VISIT. NO PINK OR CHINOOK OBSERVED. THREE STEELHEAD OBSERVED. (20a) Predator counts by date and predator type: TWO BEARS AND ONE EAGLE, LOW IMPACT. | neutral | 0.9377737045288086
